2	552
2	466
2	465
2	565
2	471
2	1632
2	471
2	1632
2	471
2	621
2	552
2	483
2	471
2	471
2	410
2	565
2	548
2	565
2	410
2	565
2	118
2	465
2	565
2	2442
2	523
2	961
2	552
2	92
2	565
2	1676
2	410
2	410
2	565
2	523
2	1687
2	1649
2	552
2	455
2	552
2	451
2	565
2	118
2	465
2	523
2	552
2	688
2	412
2	688
2	410
2	565
2	1440
2	565
2	471
2	471
2	621
2	471
2	552
2	466
2	471
2	1632
2	471
2	1632
2	565
2	1957
2	2536
2	1957
2	410
2	471
2	1632
2	565
2	118
2	465
2	85
2	565
2	333
2	463
2	564
2	552
2	554
2	875
2	554
2	565
2	633
2	566
2	699
2	565
2	842
2	565
2	410
2	552
2	691
2	552
2	554
2	565
2	2628
2	565
2	842
2	410
2	471
2	621
2	410
2	565
2	1616
2	882
2	552
2	471
2	621
2	565
2	465
2	523
2	961
2	410
2	565
2	244
2	565
2	552
2	691
2	552
2	92
2	471
2	552
2	277
2	410
2	471
2	1632
2	410
2	410
2	565
2	565
2	633
2	565
2	57
2	565
2	244
2	136
2	1479
2	565
2	1376
2	738
2	1741
2	552
2	277
2	483
2	463
2	552
2	548
2	1860
2	2430
2	565
2	601
2	611
2	633
2	471
2	471
2	410
2	565
2	1741
2	471
2	621
2	552
2	621
2	565
2	1957
2	565
2	2628
2	410
2	552
2	554
2	552
2	548
2	565
2	92
2	552
2	374
2	552
2	688
2	565
2	244
2	136
2	2543
2	552
2	688
2	566
2	1782
10	519
10	193
10	2549
10	193
10	519
10	2223
10	519
10	2223
10	519
10	2549
10	519
10	193
10	519
10	2549
10	193
10	519
10	2549
10	193
10	519
10	193
10	519
10	193
10	238
10	489
10	46
10	519
10	193
10	193
10	193
10	519
10	2223
10	193
10	74
10	2390
10	74
10	193
10	74
10	2654
10	74
10	519
10	193
10	238
10	519
10	2223
10	519
10	2223
10	519
10	2223
10	519
10	193
10	193
10	519
10	519
10	2223
10	519
10	2223
10	519
10	193
10	2549
10	519
10	2549
10	193
10	2549
10	193
10	238
10	489
10	46
10	193
10	519
10	519
10	2549
10	193
10	2549
10	193
10	238
10	489
10	238
10	193
10	74
10	511
10	74
10	519
10	193
10	193
10	238
10	489
10	238
10	519
10	2549
10	193
10	238
10	193
10	519
10	2223
10	2214
10	193
10	519
10	2223
10	193
10	519
10	2549
10	193
10	519
10	2549
10	519
10	519
10	2549
10	193
10	193
10	519
10	2549
10	519
10	519
10	519
10	2549
10	519
10	2223
10	2214
10	2223
10	519
10	2223
10	2214
10	2223
10	519
10	193
10	238
10	519
10	2223
10	519
10	2223
10	519
10	193
10	2549
10	519
10	519
10	2223
10	2214
10	2223
10	193
10	2549
10	193
10	193
10	74
10	2335
10	74
10	519
10	519
10	519
10	2549
10	519
10	193
10	193
10	238
10	193
10	2549
10	519
10	2223
10	519
10	2549
10	193
10	238
10	489
10	46
10	193
10	74
10	193
10	74
10	519
10	193
10	2549
10	193
10	2549
10	193
10	238
12	84
12	1240
12	1527
12	971
12	84
12	715
12	84
12	1803
12	155
12	84
12	155
12	84
12	27
12	532
12	27
12	84
12	155
12	84
12	155
12	155
12	84
12	155
12	84
12	155
12	84
12	84
12	715
12	84
12	715
12	155
12	84
12	998
12	155
12	84
12	1803
12	155
12	84
12	27
12	532
12	84
12	84
12	155
12	155
12	155
12	117
12	155
12	155
12	84
12	84
12	155
12	117
12	84
12	998
12	84
12	27
12	84
12	155
12	155
12	155
12	117
12	84
12	155
12	84
12	84
12	27
12	532
12	27
12	155
12	117
12	155
12	84
12	155
12	117
12	345
12	155
12	117
12	155
12	117
12	155
12	117
12	345
12	2266
12	155
12	117
12	345
12	117
12	84
12	998
12	1240
12	897
12	84
12	715
12	84
12	155
12	155
12	117
12	345
12	2266
12	155
12	117
12	155
12	84
12	155
12	84
12	155
12	155
12	84
12	27
12	84
12	84
12	998
12	1240
12	999
12	155
12	117
12	155
12	84
12	84
12	715
12	84
12	1803
12	84
12	84
12	1240
12	84
12	84
12	715
12	84
12	998
12	84
12	998
12	155
12	84
12	998
12	1240
12	155
12	117
12	345
12	117
12	84
12	155
12	84
12	155
12	117
12	345
12	117
12	155
12	84
12	1240
12	84
12	84
12	27
12	84
12	27
12	155
12	84
12	1240
12	742
12	84
12	998
12	84
12	27
12	84
12	1240
12	998
12	84
12	155
12	84
12	84
12	155
12	117
12	345
12	117
12	84
12	998
12	84
12	84
12	155
12	117
12	345
13	482
13	1234
13	1510
13	482
13	1234
13	1510
13	482
13	251
13	865
13	795
13	482
13	251
13	482
13	482
13	251
13	482
13	251
13	1234
13	1263
13	2585
13	1263
13	482
13	1234
13	1263
13	1234
13	1510
13	2057
13	2465
13	482
13	1234
13	1275
13	482
13	482
13	482
13	251
13	865
13	251
13	1234
13	1187
13	1234
13	1275
13	1234
13	1275
13	2291
13	1275
13	1234
13	1263
13	2585
13	1830
13	1234
13	1510
13	2057
13	2465
13	1234
13	1234
13	1275
13	482
13	1234
13	1510
13	1234
13	482
13	1234
13	1234
13	1187
13	482
13	482
13	482
13	251
13	482
13	251
13	1234
13	1275
13	1234
13	1187
13	1234
13	1187
13	1234
13	1187
13	482
13	251
13	865
13	795
13	482
13	251
13	482
13	251
13	482
13	482
13	1234
13	1510
13	2057
13	1510
13	482
13	482
13	482
13	251
13	865
13	251
13	1234
13	1275
13	2291
13	378
13	482
13	251
13	865
13	251
13	482
13	251
13	482
13	251
13	482
13	1234
13	1234
13	1510
13	2057
13	1510
13	1234
13	1275
13	1234
13	1275
13	1234
13	1187
13	1234
13	1275
13	482
13	251
13	482
13	1234
13	1510
13	1234
13	1234
13	1187
13	1234
13	482
13	251
13	865
13	795
13	1234
13	1234
13	1510
13	482
13	482
13	251
13	482
13	251
13	482
13	251
13	482
13	251
